     r      z          rho        v_phi  sigma_phi    sigma_r    sigma_z
0.0016 0.0080     411.7389 1.562799e+01  78.180691  78.677092  86.954849
0.0017 0.0080     417.0383 1.640885e+01  77.976998  78.563327  86.759452
0.0018 0.0080     422.4599 1.716296e+01  77.771205  78.447452  86.577283
0.0019 0.0080     427.9763 1.789230e+01  77.561661  78.329743  86.388975
0.0020 0.0080     433.5607 1.859724e+01  77.352045  78.212878  86.195459
0.0021 0.0080     439.1868 1.927885e+01  77.140063  78.095154  86.004393
0.0022 0.0080     444.8289 1.993641e+01  76.928911  77.976987  85.813741
0.0023 0.0080     450.4623 2.057440e+01  76.717103  77.858167  85.615213
0.0024 0.0080     456.0633 2.119054e+01  76.506105  77.739167  85.421680
0.0025 0.0080     461.6093 2.178772e+01  76.295090  77.620370  85.222096
0.0026 0.0080     467.0789 2.236488e+01  76.085945  77.500768  85.028787
0.0027 0.0080     472.4523 2.292475e+01  75.877593  77.381333  84.831508
0.0028 0.0080     477.7108 2.346734e+01  75.670855  77.262185  84.637240
0.0029 0.0080     482.8373 2.399262e+01  75.465915  77.142781  84.437556
0.0030 0.0080     487.8164 2.450285e+01  75.262924  77.024231  84.236769
0.0031 0.0080     492.6340 2.499770e+01  75.062239  76.905540  84.033323
0.0032 0.0080     497.2775 2.547906e+01  74.862242  76.787717  83.842726
0.0033 0.0080     501.7361 2.594575e+01  74.665477  76.670428  83.641565
0.0034 0.0080     506.0003 2.639968e+01  74.471067  76.553371  83.444513
0.0035 0.0080     510.0620 2.684075e+01  74.278389  76.436767  83.246538
0.0036 0.0080     513.9148 2.726870e+01  74.089454  76.320465  83.058100
0.0037 0.0080     517.5533 2.768604e+01  73.902609  76.204718  82.869854
0.0038 0.0080     520.9738 2.809253e+01  73.718491  76.090310  82.677144
0.0039 0.0080     524.1735 2.848870e+01  73.535974  75.974566  82.488492
0.0040 0.0080     527.1509 2.887033e+01  73.353546  75.862001  82.299178
0.0041 0.0080     529.9055 2.924845e+01  73.180792  75.751303  82.105932
0.0042 0.0080     532.4379 2.961403e+01  73.008007  75.635858  81.917922
0.0043 0.0080     534.7497 2.997160e+01  72.837452  75.527178  81.732848
0.0044 0.0080     536.8429 3.031953e+01  72.670296  75.419361  81.545666
0.0045 0.0080     538.7207 3.065890e+01  72.505400  75.310565  81.363953
0.0046 0.0080     540.3868 3.099018e+01  72.343600  75.203389  81.183236
0.0047 0.0080     541.8454 3.131297e+01  72.184408  75.096274  81.007605
0.0048 0.0080     543.1014 3.162995e+01  72.027088  74.990742  80.826554
0.0049 0.0080     544.1597 3.193827e+01  71.873890  74.886774  80.651198
0.0050 0.0080     545.0262 3.223994e+01  71.723041  74.783151  80.475770
0.0051 0.0080     545.7065 3.253539e+01  71.575022  74.681297  80.298732
0.0052 0.0080     546.2068 3.282307e+01  71.430558  74.580066  80.128020
0.0053 0.0080     546.5332 3.310516e+01  71.288489  74.479926  79.955774
0.0054 0.0080     546.6922 3.338125e+01  71.148702  74.380271  79.788473
0.0055 0.0080     546.6901 3.365137e+01  71.011315  74.282304  79.624872
0.0056 0.0080     546.5335 3.391573e+01  70.877238  74.186108  79.456715
0.0057 0.0080     546.2287 3.417373e+01  70.746245  74.090881  79.298236
0.0058 0.0080     545.7822 3.442821e+01  70.617090  73.996714  79.133573
0.0059 0.0080     545.2001 3.467539e+01  70.491438  73.903039  78.978667
0.0060 0.0080     544.4888 3.491801e+01  70.368107  73.810459  78.824263
0.0061 0.0080       0.0000 3.515606e+01  70.246949  73.719650  78.670040
0.0062 0.0080       0.0000 3.538939e+01  70.128516  73.630062  78.514951
0.0063 0.0080       0.0000 3.561863e+01  70.012419  73.542213  78.368747
0.0064 0.0080       0.0000 3.584248e+01  69.899309  73.454056  78.221472
0.0065 0.0080       0.0000 3.606299e+01  69.788315  73.368231  78.075405
0.0066 0.0080       0.0000 3.627853e+01  69.679828  73.283317  77.934426
0.0067 0.0080       0.0000 3.648995e+01  69.574097  73.200007  77.790889
0.0068 0.0080       0.0000 3.669789e+01  69.470430  73.117408  77.655497
0.0069 0.0080       0.0000 3.690206e+01  69.369094  73.036305  77.513902
0.0070 0.0080       0.0000 3.710239e+01  69.270137  72.956832  77.377022
0.0071 0.0080       0.0000 3.729832e+01  69.173572  72.878311  77.244862
0.0072 0.0080       0.0000 3.749223e+01  69.078673  72.801521  77.112577
0.0073 0.0080       0.0000 3.768199e+01  68.986295  72.725111  76.981587
0.0074 0.0080       0.0000 3.786868e+01  68.895902  72.650275  76.856614
0.0075 0.0080       0.0000 3.805156e+01  68.807975  72.576815  76.730367
0.0076 0.0080       0.0000 3.823201e+01  68.721433  72.504159  76.606736
0.0077 0.0080       0.0000 3.840836e+01  68.638259  72.432515  76.486155
0.0078 0.0080       0.0000 3.858258e+01  68.556561  72.362400  76.366375
0.0079 0.0080       0.0000 3.875405e+01  68.476656  72.293656  76.248839
0.0080 0.0080       0.0000 3.892252e+01  68.399149  72.226879  76.135581
0.0081 0.0080       0.0000 3.908799e+01  68.323429  72.159888  76.019578
0.0082 0.0080       0.0000 3.925023e+01  68.249292  72.094026  75.906950
0.0083 0.0080       0.0000 3.941215e+01  68.176810  72.029739  75.798834
0.0084 0.0080       0.0000 3.957057e+01  68.106335  71.966222  75.688899
0.0085 0.0080       0.0000 3.972607e+01  68.037890  71.904464  75.584879
0.0086 0.0080       0.0000 3.988001e+01  67.970751  71.843825  75.478541
0.0087 0.0080       0.0000 4.003056e+01  67.906155  71.784390  75.378463
0.0088 0.0080       0.0000 4.018021e+01  67.842926  71.726644  75.274012
0.0089 0.0080       0.0000 4.032740e+01  67.781456  71.669111  75.171821
0.0090 0.0080       0.0000 4.047191e+01  67.721337  71.613205  75.075794
0.0091 0.0080       0.0000 4.061496e+01  67.662400  71.558642  74.981319
0.0092 0.0080       0.0000 4.075524e+01  67.605906  71.504763  74.889722
0.0093 0.0080       0.0000 4.089441e+01  67.550393  71.451844  74.798138
0.0094 0.0080       0.0000 4.103017e+01  67.497401  71.400603  74.709640
0.0095 0.0080       0.0000 4.116503e+01  67.445507  71.350181  74.617417
0.0096 0.0080       0.0000 4.129834e+01  67.394962  71.299897  74.529050
0.0097 0.0080       0.0000 4.143026e+01  67.345557  71.251533  74.444411
0.0098 0.0080       0.0000 4.155995e+01  67.297629  71.203858  74.363151
0.0099 0.0080       0.0000 4.168831e+01  67.251158  71.157522  74.279063
0.0100 0.0080       0.0000 4.181473e+01  67.206070  71.112609  74.198555
0.0000 0.0081     350.6248 6.382938e-05  50.931921  50.931523  53.419705
0.0001 0.0081     350.8303 1.003414e+00  80.149088  80.117548  89.415501
0.0002 0.0081     351.4454 2.037175e+00  80.134755  80.057669  89.259583
0.0003 0.0081     352.4664 3.087929e+00  80.095703  79.992236  89.120294
0.0004 0.0081     353.8869 4.142332e+00  80.036630  79.921142  88.981055
0.0005 0.0081     355.6981 5.194251e+00  79.960478  79.842475  88.839579
0.0006 0.0081     357.8890 6.237221e+00  79.865822  79.757273  88.689251
0.0007 0.0081     360.4462 7.265884e+00  79.755185  79.667303  88.538916
0.0008 0.0081     363.3542 8.276027e+00  79.629001  79.573747  88.383462
0.0009 0.0081     366.5957 9.262882e+00  79.489736  79.477438  88.217239
0.0010 0.0081     370.1514 1.022670e+01  79.336591  79.378282  88.056215
0.0011 0.0081     374.0007 1.116408e+01  79.174719  79.276010  87.885441
0.0012 0.0081     378.1214 1.207373e+01  79.001979  79.172448  87.713383
0.0013 0.0081     382.4902 1.295548e+01  78.822771  79.065706  87.537670
0.0014 0.0081     387.0828 1.380956e+01  78.637712  78.957995  87.362315
0.0015 0.0081     391.8742 1.463553e+01  78.446112  78.849056  87.188013
0.0016 0.0081     396.8387 1.543468e+01  78.251299  78.737462  87.003800
0.0017 0.0081     401.9506 1.620754e+01  78.051566  78.626870  86.816569
0.0018 0.0081     407.1837 1.695418e+01  77.849527  78.513936  86.635508
0.0019 0.0081     412.5123 1.767603e+01  77.645198  78.398998  86.452206
0.0020 0.0081     417.9106 1.837370e+01  77.440030  78.284304  86.264194
0.0021 0.0081     423.3536 1.904887e+01  77.232622  78.169373  86.078360
0.0022 0.0081     428.8167 1.970087e+01  77.025753  78.052973  85.887884
0.0023 0.0081     434.2762 2.033216e+01  76.818292  77.937186  85.695745
0.0024 0.0081     439.7095 2.094272e+01  76.611677  77.821951  85.504539
0.0025 0.0081     445.0946 2.153436e+01  76.404973  77.703161  85.315636
0.0026 0.0081     450.4112 2.210780e+01  76.200088  77.586492  85.120797
0.0027 0.0081     455.6399 2.266187e+01  75.995277  77.469534  84.927508
0.0028 0.0081     460.7627 2.320060e+01  75.791850  77.352414  84.731725
0.0029 0.0081     465.7631 2.372428e+01  75.589966  77.235919  84.538492
0.0030 0.0081     470.6259 2.422982e+01  75.391241  77.118797  84.346474
0.0031 0.0081     475.3373 2.472162e+01  75.193942  77.002562  84.143312
0.0032 0.0081     479.8851 2.519951e+01  74.997834  76.886590  83.954030
0.0033 0.0081     484.2584 2.566350e+01  74.803856  76.771064  83.760451
0.0034 0.0081     488.4478 2.611526e+01  74.612779  76.656077  83.564284
0.0035 0.0081     492.4453 2.655336e+01  74.423684  76.541622  83.377335
0.0036 0.0081     496.2442 2.698095e+01  74.237284  76.427314  83.179237
0.0037 0.0081     499.8392 2.739685e+01  74.052520  76.312888  82.994417
0.0038 0.0081     503.2262 2.780090e+01  73.870735  76.199555  82.808440
0.0039 0.0081     506.4022 2.819451e+01  73.691773  76.087313  82.623827
0.0040 0.0081     509.3655 2.857850e+01  73.515398  75.976029  82.436532
0.0041 0.0081     512.1152 2.895343e+01  73.340723  75.863682  82.250169
0.0042 0.0081     514.6515 2.931970e+01  73.168471  75.754318  82.059925
0.0043 0.0081     516.9757 2.967084e+01  72.996870  75.644295  81.881138
0.0044 0.0081     519.0894 3.002195e+01  72.835144  75.537880  81.697741
0.0045 0.0081     520.9955 3.036095e+01  72.672401  75.431282  81.512953
0.0046 0.0081     522.6971 3.069207e+01  72.512123  75.325176  81.336953
0.0047 0.0081     524.1981 3.101576e+01  72.354387  75.219917  81.159714
0.0048 0.0081     525.5029 3.133151e+01  72.199026  75.115187  80.984114
0.0049 0.0081     526.6163 3.164026e+01  72.046576  75.012330  80.812478
0.0050 0.0081     527.5434 3.194225e+01  71.896871  74.909881  80.637428
0.0051 0.0081     528.2897 3.223760e+01  71.750464  74.809164  80.461210
0.0052 0.0081     528.8610 3.252586e+01  71.605840  74.709698  80.289462
0.0053 0.0081     529.2630 3.280847e+01  71.465057  74.610065  80.123111
0.0054 0.0081     529.5019 3.308609e+01  71.325833  74.511475  79.954130
0.0055 0.0081     529.5837 3.335532e+01  71.190270  74.414504  79.794226
0.0056 0.0081     529.5146 3.362002e+01  71.056730  74.319244  79.632287
0.0057 0.0081     529.3008 3.388028e+01  70.925496  74.224702  79.467873
0.0058 0.0081     528.9483 3.413257e+01  70.798022  74.131138  79.308443
0.0059 0.0081       0.0000 3.438277e+01  70.672129  74.038448  79.152450
0.0060 0.0081       0.0000 3.462672e+01  70.549142  73.946818  79.000992
0.0061 0.0081       0.0000 3.486537e+01  70.428552  73.856386  78.846082
0.0062 0.0081       0.0000 3.509987e+01  70.309786  73.767610  78.693486
0.0063 0.0081       0.0000 3.532999e+01  70.194611  73.679258  78.546203
0.0064 0.0081       0.0000 3.555551e+01  70.081182  73.592097  78.396977
0.0065 0.0081       0.0000 3.577670e+01  69.970432  73.507384  78.256481
0.0066 0.0081       0.0000 3.599358e+01  69.862034  73.424037  78.112674
0.0067 0.0081       0.0000 3.620628e+01  69.755976  73.340506  77.972580
0.0068 0.0081       0.0000 3.641597e+01  69.652156  73.258346  77.833706
0.0069 0.0081       0.0000 3.662097e+01  69.550634  73.177882  77.696954
0.0070 0.0081       0.0000 3.682277e+01  69.451561  73.098367  77.560834
0.0071 0.0081       0.0000 3.702136e+01  69.354607  73.020212  77.426169
0.0072 0.0081       0.0000 3.721548e+01  69.259328  72.943849  77.295929
0.0073 0.0081       0.0000 3.740644e+01  69.167173  72.868229  77.164263
0.0074 0.0081       0.0000 3.759574e+01  69.075692  72.793206  77.039747
0.0075 0.0081       0.0000 3.777942e+01  68.988015  72.719661  76.914123
0.0076 0.0081       0.0000 3.796171e+01  68.901196  72.647294  76.788367
0.0077 0.0081       0.0000 3.814003e+01  68.816960  72.576465  76.668033
0.0078 0.0081       0.0000 3.831554e+01  68.734811  72.505937  76.546915
0.0079 0.0081       0.0000 3.848883e+01  68.654401  72.437540  76.431307
0.0080 0.0081       0.0000 3.865831e+01  68.576557  72.370598  76.314366
0.0081 0.0081       0.0000 3.882618e+01  68.498996  72.303498  76.203145
0.0082 0.0081       0.0000 3.899047e+01  68.424913  72.238001  76.092214
0.0083 0.0081       0.0000 3.915320e+01  68.351650  72.174248  75.981283
0.0084 0.0081       0.0000 3.931364e+01  68.280541  72.111339  75.873211
0.0085 0.0081       0.0000 3.947100e+01  68.211592  72.048747  75.766998
0.0086 0.0081       0.0000 3.962598e+01  68.143985  71.988264  75.662235
0.0087 0.0081       0.0000 3.977932e+01  68.077745  71.928898  75.559480
0.0088 0.0081       0.0000 3.992952e+01  68.014112  71.870834  75.458826
0.0089 0.0081       0.0000 4.007809e+01  67.952217  71.813351  75.357007
0.0090 0.0081       0.0000 4.022573e+01  67.890637  71.757308  75.256474
0.0091 0.0081       0.0000 4.036998e+01  67.831387  71.702486  75.158935
0.0092 0.0081       0.0000 4.051240e+01  67.773987  71.648763  75.064858
0.0093 0.0081       0.0000 4.065332e+01  67.717763  71.595939  74.970586
0.0094 0.0081       0.0000 4.079099e+01  67.663325  71.543981  74.888319
0.0095 0.0081       0.0000 4.092836e+01  67.610152  71.492313  74.793770
0.0096 0.0081       0.0000 4.106226e+01  67.558924  71.442720  74.707004
0.0097 0.0081       0.0000 4.119559e+01  67.508620  71.394166  74.621037
0.0098 0.0081       0.0000 4.132782e+01  67.459776  71.346046  74.536622
0.0099 0.0081       0.0000 4.145778e+01  67.412263  71.299298  74.452882
0.0100 0.0081       0.0000 4.158593e+01  67.366461  71.254212  74.368728
0.0000 0.0082     338.1366 6.661260e-06  50.926920  50.926443  53.387700
0.0001 0.0082     338.3338 9.912635e-01  80.167830  80.140070  89.405624
0.0002 0.0082     338.9242 2.013660e+00  80.153431  80.082637  89.253971
0.0003 0.0082     339.9042 3.049837e+00  80.116614  80.019367  89.114189
0.0004 0.0082     341.2678 4.091933e+00  80.061468  79.949920  88.979661
0.0005 0.0082     343.0068 5.129303e+00  79.986757  79.874521  88.841128
0.0006 0.0082     345.1107 6.159438e+00  79.895050  79.791457  88.698790
0.0007 0.0082     347.5669 7.175077e+00  79.787672  79.704212  88.551771
0.0008 0.0082     350.3608 8.172459e+00  79.664074  79.612717  88.394847
0.0009 0.0082     353.4761 9.146922e+00  79.527701  79.518766  88.239151
0.0010 0.0082     356.8947 1.009921e+01  79.379061  79.422138  88.077113
0.0011 0.0082     360.5969 1.102500e+01  79.221020  79.322348  87.913707
0.0012 0.0082     364.5618 1.192394e+01  79.052794  79.221006  87.746762
0.0013 0.0082     368.7673 1.279542e+01  78.877760  79.117346  87.577438
0.0014 0.0082     373.1906 1.363937e+01  78.696722  79.012233  87.402016
0.0015 0.0082     377.8077 1.445594e+01  78.509764  78.905319  87.227807
0.0016 0.0082     382.5945 1.524640e+01  78.318391  78.796950  87.050348
0.0017 0.0082     387.5263 1.600969e+01  78.124493  78.688746  86.870729
0.0018 0.0082     392.5786 1.674938e+01  77.926391  78.576961  86.688675
0.0019 0.0082     397.7265 1.746428e+01  77.726532  78.465905  86.506863
0.0020 0.0082     402.9457 1.815526e+01  77.525491  78.353296  86.325281
0.0021 0.0082     408.2122 1.882247e+01  77.322663  78.240723  86.145149
0.0022 0.0082     413.5025 1.946884e+01  77.119726  78.127405  85.960909
0.0023 0.0082     418.7939 2.009410e+01  76.916886  78.013544  85.771401
0.0024 0.0082     424.0647 2.069862e+01  76.713591  77.900634  85.585943
0.0025 0.0082     429.2939 2.128608e+01  76.511605  77.784428  85.398235
0.0026 0.0082     434.4617 2.185458e+01  76.310094  77.670058  85.207349
0.0027 0.0082     439.5494 2.240550e+01  76.108805  77.555099  85.020262
0.0028 0.0082     444.5398 2.294047e+01  75.909639  77.440510  84.826427
0.0029 0.0082     449.4165 2.345789e+01  75.712107  77.325839  84.638533
0.0030 0.0082     454.1650 2.396097e+01  75.515507  77.210885  84.451514
0.0031 0.0082     458.7717 2.444981e+01  75.322029  77.096948  84.252036
0.0032 0.0082     463.2246 2.492449e+01  75.129431  76.982934  84.062299
0.0033 0.0082     467.5130 2.538560e+01  74.938410  76.868927  83.872848
0.0034 0.0082     471.6274 2.583508e+01  74.750551  76.756153  83.681039
0.0035 0.0082     475.5600 2.627171e+01  74.564327  76.643168  83.495562
0.0036 0.0082     479.3040 2.669694e+01  74.380696  76.530373  83.307670
0.0037 0.0082     482.8538 2.711057e+01  74.198520  76.417702  83.120532
0.0038 0.0082     486.2053 2.751345e+01  74.019172  76.306361  82.936310
0.0039 0.0082     489.3552 2.790584e+01  73.842713  76.196160  82.752785
0.0040 0.0082     492.3015 2.828832e+01  73.668674  76.086992  82.571145
0.0041 0.0082     495.0431 2.866190e+01  73.496947  75.977721  82.386304
0.0042 0.0082     497.5799 2.902792e+01  73.326070  75.868052  82.200349
0.0043 0.0082     499.9126 2.938213e+01  73.160092  75.760251  82.020580
0.0044 0.0082     502.0428 2.972858e+01  72.996063  75.654031  81.841568
0.0045 0.0082     503.9727 3.006683e+01  72.835365  75.549381  81.663861
0.0046 0.0082     505.7053 3.039756e+01  72.676619  75.444164  81.486309
0.0047 0.0082     507.2439 3.072110e+01  72.520660  75.340634  81.309936
0.0048 0.0082     508.5926 3.103726e+01  72.366628  75.237526  81.134002
0.0049 0.0082     509.7558 3.134584e+01  72.215636  75.135806  80.961590
0.0050 0.0082     510.7384 3.164775e+01  72.067028  75.034149  80.794518
0.0051 0.0082     511.5453 3.194345e+01  71.921701  74.934498  80.621632
0.0052 0.0082     512.1819 3.223242e+01  71.778790  74.835635  80.452462
0.0053 0.0082     512.6539 3.251495e+01  71.639254  74.737044  80.285237
0.0054 0.0082     512.9668 3.279311e+01  71.499119  74.640565  80.115871
0.0055 0.0082     513.1266 3.306437e+01  71.364398  74.544211  79.952579
0.0056 0.0082     513.1390 3.332900e+01  71.232152  74.449539  79.797894
0.0057 0.0082     513.0100 3.358899e+01  71.102050  74.355609  79.638353
0.0058 0.0082       0.0000 3.384254e+01  70.974834  74.262683  79.482515
0.0059 0.0082       0.0000 3.409353e+01  70.849361  74.171329  79.322996
0.0060 0.0082       0.0000 3.433814e+01  70.726911  74.080726  79.169164
0.0061 0.0082       0.0000 3.457836e+01  70.606740  73.990716  79.017125
0.0062 0.0082       0.0000 3.481350e+01  70.488675  73.902530  78.868152
0.0063 0.0082       0.0000 3.504475e+01  70.372874  73.814988  78.718357
0.0064 0.0082       0.0000 3.527140e+01  70.259773  73.729533  78.573893
0.0065 0.0082       0.0000 3.549376e+01  70.149247  73.644586  78.430683
0.0066 0.0082       0.0000 3.571201e+01  70.040902  73.561107  78.289642
0.0067 0.0082       0.0000 3.592684e+01  69.934677  73.478435  78.146545
0.0068 0.0082       0.0000 3.613675e+01  69.830828  73.396942  78.010726
0.0069 0.0082       0.0000 3.634338e+01  69.729404  73.316748  77.874754
0.0070 0.0082       0.0000 3.654610e+01  69.630358  73.237362  77.737418
0.0071 0.0082       0.0000 3.674572e+01  69.532527  73.159911  77.603525
0.0072 0.0082       0.0000 3.694118e+01  69.437537  73.083217  77.475889
0.0073 0.0082       0.0000 3.713389e+01  69.344380  73.007637  77.341774
0.0074 0.0082       0.0000 3.732420e+01  69.254211  72.933768  77.219531
0.0075 0.0082       0.0000 3.751032e+01  69.165192  72.860801  77.094680
0.0076 0.0082       0.0000 3.769382e+01  69.078002  72.788894  76.970115
0.0077 0.0082       0.0000 3.787362e+01  68.993199  72.718070  76.849613
0.0078 0.0082       0.0000 3.805071e+01  68.910589  72.648223  76.730672
0.0079 0.0082       0.0000 3.822509e+01  68.830223  72.579836  76.610118
0.0080 0.0082       0.0000 3.839637e+01  68.751429  72.512265  76.497874
0.0081 0.0082       0.0000 3.856618e+01  68.673492  72.445357  76.381823
0.0082 0.0082       0.0000 3.873275e+01  68.597947  72.380215  76.270780
0.0083 0.0082       0.0000 3.889693e+01  68.524675  72.316272  76.158636
0.0084 0.0082       0.0000 3.905822e+01  68.452702  72.253616  76.054097
0.0085 0.0082       0.0000 3.921708e+01  68.383695  72.191269  75.944852
0.0086 0.0082       0.0000 3.937466e+01  68.314638  72.130867  75.838965
0.0087 0.0082       0.0000 3.952947e+01  68.247520  72.071387  75.736920
0.0088 0.0082       0.0000 3.968204e+01  68.182828  72.012990  75.634641
0.0089 0.0082       0.0000 3.983189e+01  68.119874  71.955646  75.536257
0.0090 0.0082       0.0000 3.998072e+01  68.058144  71.899194  75.436066
0.0091 0.0082       0.0000 4.012679e+01  67.998171  71.844533  75.338410
0.0092 0.0082       0.0000 4.027096e+01  67.939869  71.790332  75.239478
0.0093 0.0082       0.0000 4.041339e+01  67.883043  71.737549  75.148625
0.0094 0.0082       0.0000 4.055580e+01  67.826543  71.685269  75.052562
0.0095 0.0082       0.0000 4.069207e+01  67.773738  71.633789  74.968530
0.0096 0.0082       0.0000 4.082846e+01  67.721262  71.584007  74.880479
0.0097 0.0082       0.0000 4.096388e+01  67.669470  71.534630  74.790857
0.0098 0.0082       0.0000 4.109662e+01  67.620421  71.486595  74.709752
0.0099 0.0082       0.0000 4.122848e+01  67.571953  71.439511  74.625931
0.0100 0.0082       0.0000 4.135913e+01  67.524902  71.393840  74.540638
0.0000 0.0083     326.1914 6.168936e-05  50.922237  50.921635  53.355638
0.0001 0.0083     326.3808 9.795614e-01  80.187744  80.161432  89.389586
0.0002 0.0083     326.9476 1.989036e+00  80.174194  80.106340  89.241390
0.0003 0.0083     327.8885 3.010679e+00  80.137596  80.045136  89.103453
0.0004 0.0083     329.1980 4.040353e+00  80.084601  79.977167  88.972823
0.0005 0.0083     330.8681 5.065878e+00  80.012326  79.903974  88.839420
0.0006 0.0083     332.8892 6.082896e+00  79.923062  79.823770  88.703122
0.0007 0.0083     335.2491 7.085948e+00  79.818228  79.738598  88.559797
0.0008 0.0083     337.9343 8.070053e+00  79.698103  79.649922  88.406528
0.0009 0.0083     340.9293 9.034063e+00  79.564563  79.557931  88.253668
0.0010 0.0083     344.2168 9.974107e+00  79.419633  79.463945  88.096288
0.0011 0.0083     347.7785 1.088826e+01  79.265296  79.367228  87.937126
0.0012 0.0083     351.5945 1.177653e+01  79.101596  79.268128  87.773725
0.0013 0.0083     355.6440 1.263774e+01  78.930565  79.166691  87.607156
0.0014 0.0083     359.9051 1.347194e+01  78.753673  79.064010  87.438040
0.0015 0.0083     364.3553 1.427966e+01  78.571096  78.959901  87.270790
0.0016 0.0083     368.9717 1.506102e+01  78.384669  78.854054  87.097708
0.0017 0.0083     373.7309 1.581726e+01  78.193536  78.747909  86.917554
0.0018 0.0083     378.6093 1.654808e+01  78.000421  78.640074  86.746031
0.0019 0.0083     383.5836 1.725545e+01  77.805211  78.530749  86.564123
0.0020 0.0083     388.6303 1.793940e+01  77.607534  78.420753  86.386627
0.0021 0.0083     393.7266 1.860029e+01  77.409600  78.310161  86.209726
0.0022 0.0083     398.8501 1.924067e+01  77.210930  78.199590  86.027622
0.0023 0.0083     403.9791 1.986051e+01  77.012178  78.087483  85.843241
0.0024 0.0083     409.0925 2.046030e+01  76.813084  77.976570  85.663479
0.0025 0.0083     414.1704 2.104200e+01  76.614739  77.863300  85.479792
0.0026 0.0083     419.1935 2.160599e+01  76.417081  77.750930  85.288862
0.0027 0.0083     424.1440 2.215231e+01  76.219670  77.637695  85.105557
0.0028 0.0083     429.0049 2.268230e+01  76.024295  77.525279  84.917660
0.0029 0.0083     433.7607 2.319721e+01  75.830392  77.413099  84.730776
0.0030 0.0083     438.3969 2.369681e+01  75.637453  77.300723  84.546189
0.0031 0.0083     442.9005 2.418231e+01  75.446457  77.187894  84.357824
0.0032 0.0083     447.2595 2.465449e+01  75.256342  77.076549  84.162346
0.0033 0.0083     451.4634 2.511320e+01  75.069996  76.964648  83.981155
0.0034 0.0083     455.5029 2.555980e+01  74.884473  76.851754  83.795353
0.0035 0.0083     459.3701 2.599354e+01  74.701511  76.741266  83.611162
0.0036 0.0083     463.0582 2.641741e+01  74.520061  76.631116  83.424130
0.0037 0.0083     466.5615 2.682949e+01  74.341036  76.520461  83.238101
0.0038 0.0083     469.8756 2.723055e+01  74.164210  76.411404  83.057509
0.0039 0.0083     472.9972 2.762180e+01  73.989937  76.302996  82.878116
0.0040 0.0083     475.9240 2.800278e+01  73.818333  76.194711  82.698589
0.0041 0.0083     478.6546 2.837519e+01  73.648476  76.087093  82.516374
0.0042 0.0083     481.1886 2.873833e+01  73.481153  75.980476  82.337123
0.0043 0.0083     483.5265 2.909251e+01  73.316594  75.874604  82.159339
0.0044 0.0083     485.6693 2.943963e+01  73.153967  75.767920  81.981284
0.0045 0.0083     487.6191 2.977785e+01  72.994107  75.663415  81.802652
0.0046 0.0083     489.3784 3.010768e+01  72.837281  75.560866  81.628527
0.0047 0.0083     490.9502 3.043068e+01  72.682376  75.458299  81.456296
0.0048 0.0083     492.3382 3.074648e+01  72.530043  75.356866  81.282018
0.0049 0.0083     493.5465 3.105524e+01  72.380919  75.255918  81.110289
0.0050 0.0083     494.5795 3.135748e+01  72.234347  75.156049  80.943588
0.0051 0.0083     495.4419 3.165279e+01  72.089656  75.056976  80.774115
0.0052 0.0083     496.1387 3.194237e+01  71.947671  74.958793  80.605805
0.0053 0.0083     496.6753 3.222500e+01  71.808298  74.861947  80.440059
0.0054 0.0083     497.0569 3.250204e+01  71.672001  74.766340  80.279769
0.0055 0.0083     497.2891 3.277393e+01  71.536969  74.670958  80.121546
0.0056 0.0083       0.0000 3.304048e+01  71.404926  74.576862  79.959542
0.0057 0.0083       0.0000 3.330173e+01  71.274868  74.483683  79.800641
0.0058 0.0083       0.0000 3.355689e+01  71.147725  74.392279  79.640899
0.0059 0.0083       0.0000 3.380691e+01  71.023470  74.301175  79.490399
0.0060 0.0083       0.0000 3.405229e+01  70.901482  74.211381  79.339407
0.0061 0.0083       0.0000 3.429417e+01  70.781367  74.122737  79.181046
0.0062 0.0083       0.0000 3.453027e+01  70.663659  74.035121  79.036717
0.0063 0.0083       0.0000 3.476275e+01  70.548626  73.947954  78.888300
0.0064 0.0083       0.0000 3.498987e+01  70.435930  73.863490  78.745864
0.0065 0.0083       0.0000 3.521408e+01  70.325332  73.778957  78.602025
0.0066 0.0083       0.0000 3.543291e+01  70.217372  73.696166  78.459335
0.0067 0.0083       0.0000 3.564858e+01  70.110552  73.614051  78.317269
0.0068 0.0083       0.0000 3.586020e+01  70.006895  73.533374  78.182052
0.0069 0.0083       0.0000 3.606838e+01  69.905085  73.453161  78.049303
0.0070 0.0083       0.0000 3.627218e+01  69.805423  73.374333  77.914292
0.0071 0.0083       0.0000 3.647372e+01  69.708296  73.296855  77.782064
0.0072 0.0083       0.0000 3.667036e+01  69.613545  73.220642  77.647324
0.0073 0.0083       0.0000 3.686533e+01  69.519859  73.145582  77.521321
0.0074 0.0083       0.0000 3.705626e+01  69.428806  73.071549  77.392712
0.0075 0.0083       0.0000 3.724365e+01  69.339270  72.998916  77.270221
0.0076 0.0083       0.0000 3.742842e+01  69.252133  72.927897  77.146278
0.0077 0.0083       0.0000 3.760995e+01  69.167081  72.857086  77.025925
0.0078 0.0083       0.0000 3.778880e+01  69.083657  72.787743  76.906266
0.0079 0.0083       0.0000 3.796528e+01  69.002504  72.719382  76.785629
