l,b,gaia_median,gaia_std,synth_median,synth_std
1,5,-5.497390127032547,4.175999908563834,-5.598400249244426,4.344125994041259
2,5,-5.479451283497267,3.6929353959911984,-5.416847174592499,3.868358363108022
3,5,-5.311342992702399,3.5549809026804864,-5.280926443610213,4.336179281508767
4,5,-5.327885087683383,3.5990536892372664,-5.123161132596195,3.9832210750827417
5,5,-5.371584985315466,3.6402868585539436,-5.105267657648637,3.3396808365989963
6,5,-5.459237914846082,4.031695680022789,-5.0625964185300205,3.538607682430325
7,5,-5.362659710726347,3.955316856077502,-4.89383192980756,3.481421129090983
8,5,-5.410157092185377,3.9613189501641584,-4.818883113332191,3.0960701743116075
9,5,-5.140508824514605,3.5496291795785218,-4.428345443772577,4.133216049942472
10,5,-5.371286347089635,3.589940059031194,-4.59957785108816,3.2615913659013844
